number,exp,child,tax,fin,natur,edu,self
2248,152611.9,2,39238.0,0,0.0,3.0,2.0
2249,196492.16,3,53110.0,0,0.0,3.0,3.0
2250,252235.05,3,38515.0,0,0.0,2.0,3.0
2251,193098.74,2,41110.0,0,0.0,3.0,2.0
2252,171371.8,3,47140.0,0,0.0,3.0,3.0
2253,69656.78,1,1920.0,0,0.0,5.0,2.0
2255,169536.85,1,39620.0,0,0.0,4.0,4.0
2256,237545.88,3,54400.0,0,0.0,3.0,3.0
2257,112438.09,1,24460.0,0,0.0,5.0,3.0
2258,64426.63,1,1930.0,0,0.0,5.0,2.0
2259,178605.11,2,13650.0,17200,0.0,3.0,5.0
2260,54872.64,1,3075.0,2000,3572.48,5.0,2.0
2261,181616.3,3,17658.0,2500,0.0,3.0,3.0
2262,194479.22,1,0.0,19000,10461.46,4.0,3.0
2263,145862.76,1,20772.0,2500,0.0,5.0,3.0
2264,71869.57,1,0.0,0,0.0,4.0,2.0
2265,152484.5,1,18001.0,0,0.0,5.0,3.0
2267,148532.09,1,37390.0,12500,0.0,5.0,3.0
2268,146087.0,1,90043.0,17500,0.0,5.0,5.0
2269,61042.88,1,2687.0,2500,0.0,5.0,3.0
2270,108368.87,1,17458.0,2500,0.0,5.0,3.0
2271,120089.39,1,13720.0,0,0.0,5.0,2.0
2272,126940.44,1,25200.0,7500,0.0,5.0,6.0
2273,154739.76,1,38400.0,7500,0.0,4.0,4.0
2274,96115.24,1,18600.0,7500,0.0,4.0,4.0
2275,181332.06,1,24600.0,7500,0.0,5.0,3.0
2276,167198.52,2,38800.0,12500,0.0,3.0,3.0
2277,175744.3,1,42200.0,12500,0.0,5.0,3.0
2278,89351.35,1,15000.0,12500,0.0,5.0,3.0
2279,137601.19,1,55220.0,0,0.0,4.0,6.0
2280,63184.51,1,0.0,1000,0.0,3.0,2.0
2283,171183.48,3,40112.0,26859,0.0,2.0,3.0
2284,238780.01,1,41471.0,0,0.0,5.0,4.0
2285,253453.86,3,65759.0,119634,0.0,3.0,3.0
2286,69408.9,1,0.0,0,0.0,4.0,3.0
2287,145288.35,1,31992.0,0,0.0,5.0,4.0
2288,251726.23,1,32793.0,0,0.0,5.0,5.0
2289,166014.19,3,42260.0,1500,0.0,3.0,3.0
2290,235388.07,2,39100.0,1300,0.0,3.0,4.0
2291,139221.38,1,15910.0,2500,0.0,4.0,3.0
2292,114193.77,1,390.0,2500,0.0,4.0,3.0
2293,232210.18,1,30492.0,2500,0.0,5.0,3.0
2294,274790.26,2,48408.0,22500,0.0,4.0,4.0
2295,290769.11,1,15120.0,2500,0.0,4.0,4.0
2296,79121.13,1,0.0,0,0.0,5.0,3.0
2297,135503.42,1,50400.0,17500,0.0,5.0,4.0
2298,405334.05,2,72000.0,100000,0.0,3.0,5.0
2299,240901.3,1,47500.0,90000,0.0,3.0,4.0
2300,279742.41,3,39500.0,2000,0.0,3.0,4.0
2301,267874.52,1,50000.0,80000,0.0,5.0,4.0
2302,350578.44,3,58000.0,300,0.0,3.0,4.0
2303,186983.31,1,40802.0,4500,0.0,4.0,4.0
2304,121779.6,1,25209.0,2000,0.0,4.0,3.0
2305,223297.1,2,55150.0,2000,0.0,3.0,4.0
2306,291152.16,1,60950.0,2500,0.0,5.0,5.0
2307,95668.82,1,0.0,2500,0.0,5.0,3.0
2308,126063.63,2,22900.0,0,0.0,3.0,5.0
2309,133114.86,1,7000.0,0,0.0,5.0,4.0
2310,176905.57,1,61200.0,12500,0.0,5.0,3.0
2311,124413.68,1,38500.0,7500,0.0,5.0,3.0
2312,126477.96,1,34000.0,2500,0.0,4.0,3.0
2313,124777.11,1,28800.0,12500,0.0,4.0,3.0
2314,256747.13,2,39206.0,7500,0.0,3.0,4.0
2315,167078.07,1,46830.0,7500,0.0,5.0,3.0
2316,154133.94,1,44200.0,7500,0.0,5.0,4.0
2317,282218.05,1,61758.0,55000,0.0,4.0,5.0
2318,268489.34,2,46621.0,12500,1187.51,3.0,4.0
2319,234337.29,3,45270.0,12500,2375.02,2.0,5.0
2320,223600.49,3,67780.0,17500,0.0,2.0,5.0
2321,276637.87,3,56396.0,17500,0.0,3.0,6.0
2322,342582.04,3,67419.0,2500,0.0,3.0,6.0
2324,252173.79,2,53079.0,7500,0.0,3.0,5.0
2325,219695.84,1,56370.0,12500,0.0,5.0,3.0
2326,215087.57,2,30670.0,7500,0.0,3.0,3.0
2327,64506.53,1,0.0,1000,20100.49,4.0,3.0
2329,141761.22,1,37150.0,600,0.0,5.0,4.0
2330,147646.74,1,23050.0,1500,0.0,5.0,4.0
2331,75411.07,1,14456.0,18300,0.0,5.0,4.0
2332,110667.77,1,28000.0,0,0.0,4.0,4.0
2333,195370.08,1,48100.0,7500,0.0,5.0,4.0
2334,104012.82,1,28500.0,7500,0.0,5.0,4.0
2335,79448.43,1,0.0,7500,0.0,4.0,3.0
2336,136383.7,1,39000.0,0,0.0,5.0,3.0
2337,74904.19,1,0.0,0,0.0,4.0,3.0
2339,173157.29,1,26000.0,-2500,0.0,5.0,3.0
2340,172178.95,2,38500.0,0,0.0,3.0,3.0
2341,170149.2,2,44380.0,0,0.0,3.0,3.0
2342,123244.93,1,36000.0,0,0.0,5.0,3.0
2343,145944.34,1,30100.0,0,0.0,5.0,3.0
2347,223019.27,2,49900.0,35000,0.0,3.0,3.0
2349,176790.65,2,48300.0,10000,0.0,3.0,3.0
2350,142814.03,1,40875.0,45000,0.0,5.0,3.0
2351,73183.55,1,39950.0,12500,0.0,5.0,3.0
2352,42420.05,1,0.0,0,4594.48,4.0,2.0
2353,120505.57,2,35070.0,7500,0.0,3.0,2.0
2354,155300.35,1,48870.0,0,0.0,4.0,3.0
2356,124573.61,1,45090.0,7500,0.0,4.0,4.0
2357,161596.19,2,42800.0,0,0.0,3.0,3.0
2358,122530.54,1,38330.0,12500,0.0,4.0,3.0
2359,179107.16,1,60270.0,7500,0.0,4.0,4.0
2360,165712.29,1,26412.0,3000,0.0,5.0,3.0
2361,244477.5,1,56412.0,4000,0.0,4.0,5.0
2363,250002.8,1,68706.0,5000,0.0,5.0,5.0
2364,131699.34,1,0.0,2000,0.0,4.0,3.0
2365,233515.1,1,76551.0,7500,0.0,5.0,3.0
2366,214916.78,1,74416.0,12500,0.0,5.0,3.0
2367,296657.86,1,56220.0,12500,0.0,5.0,5.0
2368,160520.53,1,38704.0,7500,0.0,5.0,3.0
2369,202081.78,1,29904.0,0,0.0,4.0,3.0
2370,159529.99,3,40830.0,12500,0.0,3.0,4.0
2372,186640.28,1,45905.0,17500,0.0,4.0,5.0
2375,69430.98,1,9750.0,0,0.0,4.0,3.0
2378,121610.17,1,43307.8,0,0.0,3.0,3.0
2379,222026.03,2,59100.0,7500,0.0,3.0,3.0
2381,67069.66,1,0.0,0,0.0,4.0,2.0
2382,155842.61,2,17700.0,2500,0.0,3.0,3.0
2384,175786.41,1,42900.0,22500,0.0,5.0,4.0
2385,82854.33,1,0.0,7500,0.0,4.0,3.0
2386,190123.05,1,35100.0,12500,0.0,5.0,4.0
2387,179804.77,1,48750.0,10000,0.0,5.0,3.0
2388,132763.48,2,21990.0,0,0.0,4.0,3.0
2390,145550.43,1,17692.0,2500,0.0,4.0,3.0
2391,354890.14,3,49998.0,2500,0.0,3.0,3.0
2392,215579.13,2,48828.0,7500,0.0,4.0,4.0
2393,162050.19,1,31998.0,2500,0.0,5.0,4.0
2394,196764.85,1,84260.0,55000,0.0,5.0,3.0
2396,241270.74,2,42050.0,7500,0.0,3.0,3.0
2397,85308.77,1,23300.0,0,0.0,5.0,2.0
2398,133025.91,1,32050.0,7500,0.0,5.0,2.0
2400,215215.57,3,35100.0,-20000,0.0,3.0,2.0
2401,255322.69,2,59966.0,7500,0.0,3.0,6.0
2402,306610.78,2,45928.0,12500,0.0,3.0,4.0
2403,208431.78,1,55373.0,7500,0.0,5.0,4.0
2404,237605.13,1,51752.0,7500,0.0,3.0,4.0
2405,227383.01,1,49480.0,2,0.0,5.0,3.0
2406,187863.23,2,41420.0,7500,0.0,4.0,3.0
2407,217222.33,1,36200.0,2500,0.0,4.0,2.0
2408,136106.7,2,32750.0,500,0.0,3.0,4.0
2409,204603.08,1,48200.0,7500,0.0,4.0,3.0
2410,148833.46,1,27750.0,7500,0.0,5.0,3.0
2411,115495.14,1,35650.0,12500,0.0,4.0,3.0
2412,114235.31,1,25130.0,7500,0.0,4.0,3.0
2414,128027.91,2,22830.0,0,0.0,2.0,3.0
2415,151417.42,2,30150.0,0,0.0,3.0,3.0
2418,261999.45,2,61557.0,0,0.0,3.0,6.0
2419,273370.36,3,54321.0,0,0.0,3.0,3.0
2420,153251.58,2,28497.0,0,0.0,3.0,4.0
2422,240253.42,2,46150.0,1000,0.0,3.0,3.0
2424,244294.28,1,41050.0,2200,0.0,4.0,3.0
2427,200430.69,1,34180.0,2500,0.0,5.0,4.0
2430,208571.02,1,23670.0,1000,0.0,5.0,4.0
2431,302736.55,1,59800.0,7500,0.0,4.0,4.0
2433,181552.37,2,58700.0,2500,0.0,3.0,4.0
2434,134552.68,1,0.0,0,0.0,4.0,2.0
2436,277348.66,1,49170.0,7500,0.0,4.0,3.0
2437,108903.24,1,13968.0,0,0.0,4.0,3.0
2440,316223.04,2,45419.0,2500,0.0,3.0,3.0
2441,110135.15,1,0.0,2500,0.0,4.0,3.0
2442,122946.6,2,43800.0,27500,0.0,3.0,4.0
2444,153817.2,3,39500.0,27500,0.0,2.0,4.0
2445,170182.7,2,63097.0,10000,0.0,3.0,3.0
2446,177498.93,2,40398.0,0,0.0,3.0,6.0
2447,119414.12,1,32535.0,0,0.0,5.0,3.0
2448,328665.15,1,113106.0,87500,0.0,4.0,6.0
2449,54434.61,1,9600.0,2500,0.0,4.0,2.0
2450,151563.06,1,37800.0,2500,0.0,4.0,5.0
2451,153007.93,1,66350.0,500,0.0,5.0,4.0
2453,176080.1,2,39930.0,0,0.0,3.0,3.0
2454,82833.48,1,10992.0,14100,0.0,4.0,3.0
2455,94265.78,1,12160.0,15300,0.0,4.0,3.0
2456,172904.5,1,33286.0,38400,0.0,4.0,4.0
2457,88878.64,1,17400.0,7500,0.0,5.0,3.0
2458,56211.17,1,0.0,0,0.0,4.0,3.0
2459,246228.03,2,43600.0,7500,0.0,3.0,4.0
2460,105859.12,1,33350.0,7500,0.0,5.0,4.0
2461,104682.35,1,50400.0,2500,0.0,5.0,4.0
2462,84881.37,1,0.0,0,0.0,4.0,3.0
2463,153785.97,2,20000.0,20000,0.0,3.0,3.0
2464,364958.52,2,42000.0,30000,0.0,3.0,4.0
2466,157175.18,2,34835.0,4000,0.0,3.0,3.0
2467,55032.16,1,0.0,600,0.0,4.0,3.0
2468,148910.52,2,8500.0,0,0.0,3.0,6.0
2470,145982.26,2,8500.0,2500,0.0,3.0,3.0
2471,251346.94,1,51955.0,12500,0.0,3.0,5.0
2472,196258.48,1,38600.0,45000,0.0,3.0,3.0
2474,75645.18,1,23400.0,0,0.0,4.0,2.0
2476,126424.61,1,18700.0,0,0.0,5.0,3.0
2477,134560.32,1,24500.0,0,0.0,5.0,3.0
2478,183887.63,1,44700.0,17500,0.0,5.0,4.0
2479,100014.09,1,0.0,2500,1377.18,4.0,3.0
2480,153379.2,1,22060.0,7500,0.0,4.0,3.0
2485,111765.92,1,38100.0,7500,0.0,4.0,3.0
2487,136620.04,1,39790.0,12500,0.0,5.0,3.0
2488,94323.76,1,42480.0,7500,0.0,5.0,4.0
2490,130060.31,1,0.0,1000,0.0,5.0,3.0
2493,241109.84,1,67183.0,8000,0.0,5.0,5.0
2494,272141.49,3,63605.0,0,0.0,2.0,4.0
2495,183299.3,1,54381.0,12500,0.0,5.0,3.0
2497,192686.81,2,47946.0,0,0.0,3.0,4.0
2498,135234.78,1,17050.0,7500,0.0,5.0,4.0
2499,96141.43,1,0.0,7500,0.0,5.0,3.0
2503,65579.22,1,14820.0,0,0.0,5.0,3.0
2506,149583.14,2,58853.0,0,0.0,3.0,4.0
2509,59091.01,1,6070.0,0,0.0,4.0,3.0
2510,143474.45,1,37800.0,7500,0.0,5.0,3.0
2512,154410.55,1,35250.0,2500,0.0,4.0,3.0
2514,106489.05,3,23550.0,2500,0.0,1.0,3.0
2515,108791.59,1,0.0,2500,0.0,4.0,3.0
2519,63548.15,1,0.0,0,0.0,4.0,3.0
2521,157163.56,1,17600.0,2500,0.0,5.0,3.0
2523,302463.28,2,50000.0,40000,0.0,3.0,5.0
2524,255322.66,2,47000.0,51000,0.0,3.0,4.0
2526,159582.82,1,30867.0,5000,0.0,5.0,4.0
2529,126433.75,1,25340.0,2000,0.0,5.0,3.0
2531,91608.2,1,16540.0,2000,0.0,4.0,3.0
2534,256994.15,1,59600.0,45000,0.0,5.0,4.0
2535,184420.3,1,53400.0,2000,0.0,5.0,0.0
2537,120051.21,1,5800.0,0,0.0,5.0,3.0
2540,107947.35,1,3500.0,0,0.0,3.0,2.0
2541,189548.51,2,41430.0,2500,0.0,3.0,3.0
2544,199707.94,1,69010.0,17500,0.0,4.0,3.0
2550,138076.68,1,42200.0,17500,0.0,4.0,2.0
2554,334970.34,2,91818.0,17500,0.0,2.0,4.0
2555,142755.64,1,21200.0,17500,0.0,4.0,2.0
2556,229181.36,1,30350.0,17500,0.0,4.0,3.0
2557,183189.07,1,37930.0,12500,0.0,5.0,3.0
2558,81589.01,1,7800.0,12500,0.0,4.0,2.0
2560,126145.25,2,33510.0,500,0.0,3.0,4.0
2563,181099.57,1,33973.0,22600,0.0,4.0,4.0
2567,184841.68,1,28225.0,21400,0.0,5.0,4.0
2568,183652.65,1,38550.0,12500,0.0,5.0,4.0
2569,237075.41,2,28800.0,7500,0.0,4.0,4.0
2573,158160.12,3,33200.0,0,0.0,3.0,3.0
2574,264914.02,1,49900.0,0,0.0,4.0,4.0
2575,44646.43,1,0.0,2500,0.0,5.0,3.0
2578,101420.88,1,40400.0,0,0.0,5.0,3.0
2579,126729.81,1,51400.0,0,0.0,4.0,4.0
2581,85595.28,1,0.0,0,0.0,4.0,3.0
2583,94949.53,1,0.0,100,0.0,4.0,2.0
2584,246047.49,2,55000.0,140000,0.0,3.0,4.0
2585,226985.32,2,48000.0,90000,0.0,3.0,4.0
2589,78823.42,1,23510.0,2500,0.0,5.0,4.0
2590,137517.68,1,40740.0,2000,0.0,5.0,4.0
2597,139278.12,1,25510.0,1000,0.0,4.0,3.0
2598,197581.52,2,40350.0,1000,0.0,3.0,4.0
2600,475719.02,1,67510.0,17500,0.0,5.0,4.0
2603,106357.89,1,10530.0,2500,0.0,4.0,3.0
2606,278664.22,1,29014.0,2500,0.0,5.0,4.0
2607,109366.78,1,0.0,1000,0.0,4.0,3.0
2608,221246.32,1,45880.0,7500,0.0,5.0,4.0
2609,294846.93,1,64844.0,7500,0.0,5.0,3.0
2610,205864.92,1,43619.0,7500,0.0,5.0,3.0
2617,77905.92,1,0.0,0,0.0,5.0,2.0
2618,181581.89,1,60220.0,0,0.0,5.0,6.0
2619,96562.1,2,11000.0,2500,0.0,3.0,3.0
2624,96050.22,1,25050.0,45000,0.0,4.0,3.0
2626,191078.22,1,46800.0,-22500,0.0,5.0,2.0
2628,167173.32,3,45983.0,103500,9939.57,3.0,3.0
2629,80731.25,1,3800.0,-20000,8226.01,5.0,3.0
2630,295914.56,1,68170.0,166000,0.0,5.0,4.0
2632,212216.89,1,35033.0,2500,0.0,4.0,3.0
2634,125295.34,1,16410.0,2500,0.0,4.0,2.0
2636,202951.63,2,33415.0,2500,2400.0,3.0,3.0
2637,134002.78,1,28706.0,2500,440.0,4.0,3.0
2639,263134.18,2,51299.0,-45000,1000.0,4.0,4.0
2641,167570.13,1,30370.0,0,0.0,4.0,2.0
2642,209395.14,2,53820.0,0,0.0,3.0,3.0
2643,208472.93,2,61640.0,0,0.0,3.0,3.0
2644,193791.82,1,54490.0,0,0.0,5.0,3.0
2646,223649.17,2,30410.0,2500,16500.0,3.0,3.0
2649,99789.58,1,25272.0,12500,0.0,5.0,3.0
2652,122747.02,1,27708.0,7500,0.0,5.0,3.0
2654,72077.74,1,0.0,1000,0.0,4.0,2.0
2655,178318.53,1,35300.0,2500,0.0,4.0,6.0
2656,170628.64,1,47540.0,-12500,0.0,4.0,3.0
2659,60481.13,1,0.0,2500,9163.19,4.0,2.0
2660,172249.3,1,42740.0,2500,2000.0,4.0,4.0
2661,203204.25,2,52130.0,12500,0.0,3.0,3.0
2668,181468.63,1,30250.0,7500,0.0,4.0,3.0
2669,155140.16,1,30290.0,12500,0.0,5.0,4.0
2671,160866.7,1,24765.0,7500,0.0,5.0,3.0
2672,106755.38,1,18100.0,45000,0.0,4.0,3.0
2673,135107.47,1,20900.0,45000,0.0,5.0,3.0
2675,92433.19,1,0.0,25000,0.0,5.0,3.0
2676,181671.56,2,38100.0,10000,0.0,3.0,3.0
2678,116335.36,1,51795.0,17500,0.0,4.0,3.0
2680,123895.5,1,27383.0,7500,0.0,4.0,4.0
2683,227376.54,2,37500.0,7500,0.0,3.0,6.0
2684,77801.37,1,0.0,2500,0.0,4.0,2.0
2685,149904.08,1,38100.0,2500,0.0,5.0,4.0
2686,306177.65,1,65767.0,0,0.0,4.0,4.0
2687,82470.49,1,0.0,0,0.0,2.0,3.0
2688,208987.23,1,52558.0,45000,40000.0,4.0,5.0
2689,383329.57,1,62994.0,60800,0.0,5.0,3.0
2690,104155.3,1,17190.0,2500,0.0,5.0,3.0
2691,176887.8,1,37763.0,2500,0.0,4.0,3.0
2692,266879.78,1,48594.0,0,0.0,4.0,3.0
2693,161610.62,1,6240.0,7500,300.0,5.0,3.0
2694,149046.23,1,51420.0,7500,300.0,5.0,4.0
2695,409736.92,2,75143.0,-80000,2400.0,3.0,4.0
2696,135132.45,1,24146.0,27500,0.0,5.0,4.0
2697,95884.67,1,0.0,27500,0.0,5.0,4.0
2698,226657.9,1,27858.0,2500,0.0,4.0,3.0
2699,178671.01,1,44970.0,0,0.0,5.0,3.0
2700,155039.96,1,42250.0,0,0.0,4.0,3.0
2701,51927.12,1,1360.0,0,0.0,4.0,2.0
2704,262457.54,1,605.0,2500,13576.34,5.0,3.0
2705,61533.07,1,0.0,0,0.0,4.0,2.0
2706,141717.92,1,13458.0,0,0.0,4.0,3.0
2715,128478.87,1,19600.0,22500,0.0,5.0,4.0
2717,53966.35,1,0.0,7500,0.0,4.0,3.0
2718,111656.97,2,34800.0,7500,0.0,2.0,4.0
2721,92687.8,1,28100.0,7500,0.0,4.0,3.0
2722,114704.14,1,30390.0,0,0.0,5.0,6.0
2724,72420.19,1,0.0,10000,0.0,4.0,2.0
2730,270620.13,1,92000.0,35000,0.0,5.0,3.0
2732,101744.55,2,31200.0,86500,0.0,3.0,3.0
2733,74218.26,1,0.0,0,16122.96,2.0,2.0
2734,173864.34,1,38543.0,2500,0.0,4.0,3.0
2735,191381.11,1,39263.0,2500,0.0,5.0,3.0
2736,132417.28,1,21540.0,2500,0.0,4.0,3.0
2740,126553.59,1,20670.0,0,0.0,5.0,3.0
2743,78712.44,1,0.0,2500,5580.59,4.0,2.0
2744,71357.56,1,0.0,3200,0.0,5.0,2.0
2745,255099.4,1,39800.0,-47500,0.0,5.0,6.0
2746,206484.53,1,38102.0,7500,0.0,5.0,4.0
2748,219214.86,1,31923.0,0,0.0,4.0,4.0
2749,241625.29,1,44363.0,2500,0.0,5.0,4.0
2750,158023.08,1,54554.0,17500,0.0,5.0,4.0
2751,171731.53,3,70784.0,17500,0.0,3.0,4.0
2753,138243.0,1,21019.0,7500,0.0,4.0,3.0
2754,160624.98,1,38000.0,7500,0.0,5.0,6.0
2756,116518.5,1,34200.0,2500,0.0,4.0,5.0
2757,177289.08,1,36100.0,7500,0.0,5.0,6.0
2758,129304.89,1,26600.0,0,0.0,5.0,6.0
2759,248937.08,1,69856.0,7500,0.0,4.0,4.0
2760,93974.33,1,0.0,600,0.0,5.0,3.0
2761,191454.08,2,63950.0,2000,0.0,3.0,0.0
2762,105822.2,1,0.0,500,0.0,5.0,3.0
2764,101175.18,1,14550.0,34000,0.0,5.0,3.0
2765,207675.03,2,41400.0,1500,0.0,2.0,5.0
2767,131129.88,1,9400.0,0,0.0,5.0,2.0
2768,174622.23,1,7500.0,12500,0.0,5.0,5.0
2771,179109.52,1,39180.0,-5000,0.0,4.0,6.0
2772,158001.7,2,69000.0,7500,0.0,3.0,4.0
2773,167793.23,3,40065.0,6500,0.0,2.0,4.0
2776,292632.76,1,55268.0,0,0.0,5.0,4.0
2777,280442.63,1,33888.0,0,0.0,5.0,6.0
2778,185208.35,2,34600.0,1000,0.0,4.0,3.0
2780,128216.13,1,23030.0,2500,0.0,4.0,3.0
2783,55284.35,1,0.0,7500,0.0,3.0,3.0
2784,135910.81,1,42580.0,22500,0.0,5.0,4.0
2786,264760.75,2,40037.0,2000,0.0,3.0,3.0
2787,129516.2,1,30558.0,5000,0.0,5.0,5.0
2790,334774.84,1,58644.0,0,0.0,4.0,5.0
2794,188659.33,1,54816.0,17500,0.0,4.0,4.0
2796,201884.15,1,50996.0,12500,0.0,5.0,3.0
2797,175716.73,2,42650.0,7500,0.0,3.0,4.0
2798,99271.27,1,0.0,7500,0.0,5.0,4.0
2799,88793.33,1,7020.0,0,0.0,5.0,2.0
2800,112465.1,1,33540.0,7500,0.0,5.0,3.0
2801,104651.89,1,0.0,0,0.0,5.0,2.0
2802,131680.93,1,28455.0,7500,0.0,4.0,3.0
2804,77907.55,1,23160.47,0,0.0,5.0,3.0
2805,61138.93,1,20929.37,0,0.0,5.0,2.0
2807,153861.14,2,31950.0,7500,0.0,2.0,3.0
2808,231352.94,1,63400.0,7500,0.0,4.0,3.0
2809,260041.42,1,65650.0,17500,0.0,5.0,4.0
2810,296873.82,2,39000.0,7500,0.0,3.0,3.0
2812,194717.52,1,66300.0,45000,0.0,4.0,4.0
2813,58122.72,1,0.0,7500,0.0,4.0,2.0
2815,147680.94,2,22790.0,0,0.0,3.0,3.0
2816,158523.34,2,18310.0,0,0.0,3.0,3.0
2817,61614.14,1,0.0,0,0.0,4.0,2.0
2820,210008.65,2,39828.0,2500,0.0,4.0,3.0
2822,112973.01,1,21940.0,2500,0.0,5.0,3.0
2824,147263.65,1,15793.0,25200,0.0,5.0,4.0
2825,129530.02,1,16405.0,27400,0.0,5.0,3.0
2827,138279.47,1,16337.0,21200,0.0,4.0,3.0
2828,161622.81,1,16294.0,15200,0.0,4.0,3.0
2829,153602.38,1,25430.0,26300,0.0,5.0,4.0
2830,82793.56,1,16000.0,0,0.0,4.0,3.0
2831,70687.74,1,0.0,2500,0.0,5.0,3.0
2832,75716.99,1,15100.0,2500,0.0,4.0,4.0
2833,95631.89,1,38800.0,17500,0.0,5.0,3.0
2835,92453.32,1,53850.0,0,0.0,4.0,4.0
2837,116850.75,1,21450.0,0,0.0,5.0,3.0
2840,147066.49,1,32972.0,5000,0.0,5.0,4.0
2841,184838.73,1,26049.0,4000,0.0,4.0,3.0
2844,84511.18,1,0.0,2500,0.0,4.0,2.0
2846,172101.38,1,50360.0,87500,0.0,5.0,3.0
2847,49127.24,1,0.0,0,0.0,4.0,2.0
2848,151429.51,3,58400.0,7500,0.0,2.0,2.0
2850,137347.84,1,30500.0,2500,0.0,5.0,2.0
2851,177297.31,1,33426.0,45000,0.0,4.0,4.0
2852,293826.63,1,57842.0,7500,0.0,4.0,4.0
2856,242263.42,2,52937.0,27500,0.0,3.0,4.0
2858,227594.35,2,43770.0,12500,0.0,4.0,2.0
2859,67351.73,1,0.0,1000,0.0,5.0,3.0
2860,108348.16,1,33780.0,1000,0.0,5.0,4.0
2861,137415.04,1,41320.0,2500,0.0,5.0,6.0
2862,205555.93,1,29198.0,19300,0.0,4.0,4.0
2863,201463.37,1,33231.0,21800,0.0,4.0,5.0
2865,97925.58,1,21160.0,7500,7500.0,4.0,3.0
2870,95971.59,1,0.0,0,0.0,4.0,3.0
2872,97345.98,1,22965.0,0,0.0,5.0,3.0
2874,156236.84,1,32400.0,0,0.0,4.0,3.0
2875,135528.22,1,23780.0,0,0.0,4.0,3.0
2876,147190.73,1,22600.0,0,0.0,4.0,3.0
2878,221385.96,2,46600.0,18000,0.0,3.0,3.0
2881,103866.4,1,24400.0,8000,0.0,5.0,3.0
2882,128402.26,1,32200.0,27000,0.0,4.0,3.0
2883,238468.07,1,47900.0,15000,0.0,4.0,3.0
2885,279853.28,1,60100.0,-92500,0.0,4.0,3.0
2887,33815.81,1,9800.0,0,0.0,2.0,2.0
2889,164013.92,1,36670.0,7500,0.0,4.0,3.0
2893,279017.1,3,71742.0,3000,0.0,3.0,4.0
2899,140430.28,1,33905.0,12500,0.0,4.0,4.0
2901,113560.1,1,15545.0,7500,0.0,5.0,4.0
2903,70155.26,1,0.0,0,0.0,5.0,2.0
2905,62508.86,1,6240.0,2500,0.0,3.0,2.0
2909,318508.4,1,5780.0,0,0.0,4.0,3.0
2910,181388.44,1,30050.0,0,0.0,5.0,4.0
2913,116278.2,1,22320.0,2500,0.0,4.0,3.0
2914,236892.0,1,39150.0,7500,0.0,5.0,4.0
2915,181639.28,2,45850.0,7500,0.0,3.0,3.0
2916,168584.31,2,45850.0,12500,0.0,3.0,4.0
2918,167964.73,1,39150.0,17500,0.0,5.0,3.0
2921,214424.94,2,42900.0,7500,0.0,3.0,3.0
2923,206635.05,1,74100.0,87500,0.0,5.0,3.0
2926,163988.03,2,42900.0,0,0.0,3.0,3.0
2927,104206.43,1,24570.0,7500,0.0,5.0,3.0
2928,118756.8,1,31080.0,0,0.0,5.0,3.0
2930,149119.95,1,43198.0,2500,0.0,5.0,3.0
2931,224529.97,1,35848.0,2500,0.0,3.0,3.0
2933,207508.01,1,30090.0,2500,0.0,3.0,3.0
2937,265954.58,3,39900.0,7500,0.0,3.0,2.0
2939,108739.52,3,22000.0,2500,0.0,3.0,2.0
2941,145048.12,2,22588.0,-32500,0.0,3.0,4.0
2946,108836.48,1,17200.0,2500,0.0,4.0,2.0
2949,185858.52,3,54500.0,5000,0.0,3.0,4.0
2951,206267.32,1,45220.0,2000,0.0,5.0,4.0
2952,191852.42,1,34046.0,25200,0.0,5.0,4.0
2954,122458.33,1,15518.0,26340,0.0,5.0,3.0
2955,101958.36,1,0.0,0,0.0,5.0,3.0
2956,223362.56,3,41400.0,0,0.0,2.0,4.0
2959,142966.04,1,36810.0,0,0.0,5.0,3.0
2960,112868.93,1,14500.0,2500,0.0,4.0,3.0
2963,297719.6,1,55000.0,80000,0.0,5.0,5.0
2965,124300.83,1,890.0,-53000,0.0,5.0,2.0
2970,207770.74,1,57800.0,2300,0.0,4.0,0.0
2971,136663.93,1,13900.0,0,0.0,3.0,5.0
2972,162748.44,1,52100.0,12500,0.0,5.0,3.0
2973,83388.46,1,0.0,12500,0.0,4.0,2.0
2974,146342.03,1,37900.0,12500,0.0,4.0,3.0
2976,185532.1,1,64200.0,12500,2500.0,5.0,3.0
2978,144506.19,1,39095.0,0,0.0,3.0,6.0
2979,140472.82,1,27910.0,-4500,0.0,4.0,3.0
2981,120674.88,2,49726.0,3000,0.0,3.0,4.0
2984,309002.35,2,53320.0,0,0.0,4.0,6.0
2988,77258.66,1,0.0,600,0.0,4.0,3.0
2989,182160.04,3,39100.0,1500,0.0,2.0,3.0
2992,294915.97,1,57640.0,12500,0.0,4.0,6.0
2994,218467.19,1,45270.0,2500,0.0,4.0,4.0
2995,117743.63,1,23400.0,7500,0.0,5.0,3.0
2996,246266.98,1,32154.0,2500,0.0,4.0,3.0
3000,121148.63,1,35300.0,22500,0.0,4.0,3.0
3001,276593.52,3,42900.0,45000,0.0,3.0,5.0
3002,186419.24,1,30510.0,22500,0.0,3.0,3.0
3003,208760.61,1,60721.0,27500,0.0,4.0,6.0
3006,135536.4,1,27980.0,10000,0.0,4.0,3.0
